u,v,key,osmid,highway,lanes,name,oneway,reversed,length,geometry,ref,junction,bridge,tunnel,maxspeed,access
256759168,13397032956,0,23711684,unclassified,,,True,False,88.05113722657137,"LINESTRING (537852.731966828 732249.8835714087, 537816.784911976 732329.8062463778)",,,,,,
256759168,1489194794,0,23711683,tertiary,,Acme Road,False,False,202.25630957000487,"LINESTRING (537852.731966828 732249.8835714087, 537873.064993412 732258.7855580751, 537911.0567966979 732275.4159120431, 537931.3566512628 732284.3068437782, 537965.1602691169 732299.0992662034, 537991.9357220134 732310.8246988921, 538037.9611966033 732330.9650399562)",,,,,,
7324468009,256759168,0,23711683,tertiary,,Acme Road,False,False,10.494025415795441,"LINESTRING (537843.0404713079 732245.864041012, 537852.731966828 732249.8835714087)",,,,,,
7324468009,1489194771,0,23711683,tertiary,,Acme Road,False,True,345.1961019409362,"LINESTRING (537843.0404713079 732245.864041012, 537726.5214864577 732197.4196251228, 537594.7306425155 732141.9010703667, 537524.3698807085 732113.3539834347)",,,,,,
13397032956,7324468004,0,1460681653,unclassified,,,False,True,9.74396711606579,"LINESTRING (537816.784911976 732329.8062463778, 537808.0553212244 732325.488907747)",,,,,,
13397032956,256759170,0,23711684,unclassified,,,True,False,343.25061581213,"LINESTRING (537816.784911976 732329.8062463778, 537786.6833510168 732396.721606767, 537770.9947597838 732433.4344567993, 537765.3925119558 732446.5082886976, 537746.2956768455 732488.580319791, 537743.5055549096 732495.2001544405, 537722.3693302217 732545.2964882168, 537678.0323575798 732641.9502614894)",,,,,,
1489194794,10057843190,0,23711683,tertiary,,Acme Road,False,False,6.801997555942135,"LINESTRING (538037.9611966033 732330.9650399562, 538040.3149979974 732331.939483159, 538044.1051442251 732333.8656246554)",,,,,,
1489194794,256759168,0,23711683,tertiary,,Acme Road,False,True,202.25630957000487,"LINESTRING (538037.9611966033 732330.9650399562, 537991.9357220134 732310.8246988921, 537965.1602691169 732299.0992662034, 537931.3566512628 732284.3068437782, 537911.0567966979 732275.4159120431, 537873.064993412 732258.7855580751, 537852.731966828 732249.8835714087)",,,,,,
1489194794,10057843174,0,1098463659,tertiary,,Adeniyi Jones Avenue,True,False,535.6478231202498,"LINESTRING (538037.9611966033 732330.9650399562, 538056.7830654626 732287.3010332589, 538090.5636463927 732207.7970717871, 538107.1797519462 732172.9421320345, 538120.7084582854 732142.9491135834, 538138.4884337434 732103.5294060198, 538155.2720435372 732066.3199477345, 538177.8790150125 732016.2137268232, 538194.7741838492 731977.6114664652, 538224.0492018816 731908.1199855364, 538244.9750135147 731859.5602741751, 538251.8954633473 731842.7398652391)",,,,,,
256759170,12065354091,0,23711684,unclassified,,,True,False,8.544487855860385,"LINESTRING (537678.0323575798 732641.9502614894, 537674.3793251774 732649.6307559579)",,,,,,
256759170,1486368239,0,1396053536,tertiary,,Wempco Road,True,False,311.50988457744484,"LINESTRING (537678.0323575798 732641.9502614894, 537875.4963098789 732724.056683343, 537965.6473458393 732761.4396064896)",,,,,,
12065354091,12065354092,0,1396053537,tertiary,,Wempco Road,True,False,9.480162641676486,"LINESTRING (537674.3793251774 732649.6307559579, 537665.7157731383 732645.7888339958)",,,,,,
1486368239,12065354089,0,135333561,residential,,,False,False,11.343072217209158,"LINESTRING (537965.6473458393 732761.4396064896, 537960.8539798576 732771.6618720304)",,,,,,
1486368239,1486368038,0,1396053536,tertiary,,Wempco Road,True,False,389.6963073199042,"LINESTRING (537965.6473458393 732761.4396064896, 538035.5624396133 732793.5466204716, 538046.966416454 732798.6396835612, 538072.1938529315 732810.6846834507, 538260.7152293423 732891.2718608407, 538322.4873577219 732917.680415615)",,,,,,
256759181,12065354093,0,23711687,residential,,,False,False,73.32789369959335,"LINESTRING (537585.3899540227 732690.9252818588, 537616.0322958502 732624.6845311933)",,,,,,
256759181,1486368036,0,135660021,residential,,,False,False,191.7492942186693,"LINESTRING (537585.3899540227 732690.9252818588, 537682.5377373344 732729.0863476737, 537685.3108874701 732731.0559856539, 537684.9199043239 732737.025244714, 537653.0364369343 732807.742254478)",,,,,,
256759181,1489587697,0,135660021,residential,,,False,True,127.8066468738333,"LINESTRING (537585.3899540227 732690.9252818588, 537532.1268969902 732667.1323152139, 537499.945748785 732656.0998513481, 537465.1197320758 732649.4543082969)",,,,,,
12065354093,256759181,0,23711687,residential,,,False,True,73.32789369959335,"LINESTRING (537616.0322958502 732624.6845311933, 537585.3899540227 732690.9252818588)",,,,,,
12065354093,12065354099,0,1396053537,tertiary,,Wempco Road,True,False,256.2613782062208,"LINESTRING (537616.0322958502 732624.6845311933, 537527.6171862878 732585.9657794227, 537462.2740078069 732559.4783414826, 537444.4781587485 732558.2833451089, 537424.4574448037 732561.5529268406, 537395.1379079205 732568.5747684496, 537374.8395007883 732573.8340205579)",,,,,,
1486368036,1489587763,0,23711686,residential,,,False,False,60.538911387405015,"LINESTRING (537653.0364369343 732807.742254478, 537708.2551567323 732832.5095057847)",,,,,,
1486368036,1489587795,0,"[135660003, 23711686]",residential,,,False,True,227.41166173784126,"LINESTRING (537653.0364369343 732807.742254478, 537619.0981686639 732796.2331573678, 537599.7553686386 732794.3074366918, 537582.8532335387 732795.6224161589, 537542.2998609047 732807.4563194688, 537503.0169880858 732820.3192056483, 537491.8032126442 732827.9945423667, 537472.1867014288 732773.6805562282)",,,,,,
1486368036,256759181,0,135660021,residential,,,False,True,191.7492942186693,"LINESTRING (537653.0364369343 732807.742254478, 537684.9199043239 732737.025244714, 537685.3108874701 732731.0559856539, 537682.5377373344 732729.0863476737, 537585.3899540227 732690.9252818588)",,,,,,
1489587697,1489587731,0,135660003,residential,,,False,False,51.741177353769224,"LINESTRING (537465.1197320758 732649.4543082969, 537463.1603999975 732685.9444632491, 537463.6034380406 732700.8354174546)",,,,,,
1489587697,256759181,0,135660021,residential,,,False,False,127.8066468738333,"LINESTRING (537465.1197320758 732649.4543082969, 537499.945748785 732656.0998513481, 537532.1268969902 732667.1323152139, 537585.3899540227 732690.9252818588)",,,,,,
1489587697,1489587694,0,135660021,residential,,,False,True,107.45030598040938,"LINESTRING (537465.1197320758 732649.4543082969, 537456.0570905311 732647.2814040824, 537446.4971854871 732644.8760137984, 537385.3761829796 732635.2278202407, 537359.1367468641 732631.8272172855)",,,,,,
1496403655,1018019829,0,87510877,residential,,,False,False,85.99100816554646,"LINESTRING (538083.3446772404 729238.7048355443, 537998.8885413271 729222.2856448275)",,,,,,
1496403655,1018019869,0,87510877,residential,,,False,True,16.10969787567815,"LINESTRING (538083.3446772404 729238.7048355443, 538099.3502682205 729240.6283529156)",,,,,,
1496403655,1496403638,0,136416580,residential,,,False,False,117.47138204685852,"LINESTRING (538083.3446772404 729238.7048355443, 538068.9938178321 729289.7896124014, 538065.0358847841 729306.4131043184, 538054.3258786873 729351.85146199)",,,,,,
7330523667,7330523666,0,784661596,residential,,,False,False,80.10857560233431,"LINESTRING (537968.6296147744 729354.6665782034, 538045.8524870505 729376.0663968602)",,,,,,
7330523667,1018019829,0,832572293,residential,,Olowu Street,False,False,136.54722509313476,"LINESTRING (537968.6296147744 729354.6665782034, 537983.3543429449 729290.2611599325, 537998.8885413271 729222.2856448275)",,,,,,
7330523667,1477869878,0,832572293,residential,,Olowu Street,False,True,79.71469051030424,"LINESTRING (537968.6296147744 729354.6665782034, 537961.2229110597 729387.0627148909, 537954.9828105367 729410.9254504191, 537949.5033619757 729421.7994727596, 537943.1313812818 729428.4942157508)",,,,,,
1018019929,1018019918,0,136415213,residential,,Oriyomi Street,False,False,10.594003068615239,"LINESTRING (538171.8393580619 729138.0248173851, 538161.2381741025 729137.8737681954)",,,,,,
1018019929,1496385234,0,136415213,residential,,Oriyomi Street,False,True,70.29750580775001,"LINESTRING (538171.8393580619 729138.0248173851, 538242.1900109791 729138.5157547825)",,,,,,
1018019929,1496385169,0,136415230,residential,,Ezekiel Street,False,False,218.5421117876512,"LINESTRING (538171.8393580619 729138.0248173851, 538167.9083075149 729355.2574526222)",,,,,,
1496403652,1018019918,0,136416583,residential,,,False,False,83.56690609897053,"LINESTRING (538146.326904385 729056.1252120228, 538161.2381741025 729137.8737681954)",,,,,,
1496403652,1496403550,0,136416583,residential,,,False,True,71.66187342826738,"LINESTRING (538146.326904385 729056.1252120228, 538142.8718365935 728984.9639067575)",,,,,,
1496403652,11266126771,0,136416593,residential,,,False,False,74.67336740992182,"LINESTRING (538146.326904385 729056.1252120228, 538221.056022666 729055.5136788794)",,,,,,
1496385234,1018019929,0,136415213,residential,,Oriyomi Street,False,False,70.29750580775001,"LINESTRING (538242.1900109791 729138.5157547825, 538171.8393580619 729138.0248173851)",,,,,,
1496385234,1018019999,0,136415213,residential,,Oriyomi Street,False,True,5.931961867233915,"LINESTRING (538242.1900109791 729138.5157547825, 538248.1154864541 729138.1550608432)",,,,,,
1496385234,1496385223,0,136415228,residential,,Unity Road,False,False,145.1825557086872,"LINESTRING (538242.1900109791 729138.5157547825, 538240.7412457506 729282.844553895)",,,,,,
1018019968,1495688624,0,8064833,residential,,Bamishile Street,False,False,86.66376688279539,"LINESTRING (539167.5910606416 729241.4433029228, 539232.0752553045 729299.0619468755)",,,,,,
1018019968,1495740804,0,136338240,secondary,,Allen Avenue,True,False,284.5892597847302,"LINESTRING (539167.5910606416 729241.4433029228, 539134.0356274988 729295.1783924302, 539113.4820345102 729330.9478110723, 539099.8242557182 729354.2524460986, 539097.8762119424 729357.7111797977, 539084.6059328492 729380.1980465003, 539056.1833338041 729429.1390854212, 539032.2851268441 729473.7499060709, 539026.416876428 729487.0003138284)",,,,,,
1018019999,1496385234,0,136415213,residential,,Oriyomi Street,False,False,5.931961867233915,"LINESTRING (538248.1154864541 729138.1550608432, 538242.1900109791 729138.5157547825)",,,,,,
1018019999,5566622409,0,136415213,residential,,Oriyomi Street,False,True,123.7842450150392,"LINESTRING (538248.1154864541 729138.1550608432, 538315.8583140334 729137.1519024093, 538371.9827158306 729136.3286694014)",,,,,,
1018019999,1496403715,0,136415231,residential,2,Unity Road,False,False,65.70855435031541,"LINESTRING (538248.1154864541 729138.1550608432, 538248.0734870522 729087.1487743171, 538248.3929441671 729072.8331956181)",,,,,,
1496403715,1496403666,0,136416562,residential,,Atunwa Street,False,False,133.1705375671138,"LINESTRING (538248.3929441671 729072.8331956181, 538381.6660360696 729073.4453715341)",,,,,,
1496403715,1496403582,0,136415231,residential,2,Unity Road,False,False,70.83350533049841,"LINESTRING (538248.3929441671 729072.8331956181, 538248.1200340412 729051.9175669492, 538248.0225947849 729017.0842283445, 538247.9885511764 729002.4146553115)",,,,,,
1496403715,1018019999,0,136415231,residential,2,Unity Road,False,True,65.70855435031541,"LINESTRING (538248.3929441671 729072.8331956181, 538248.0734870522 729087.1487743171, 538248.1154864541 729138.1550608432)",,,,,,
1029574237,5616383982,0,135199746,motorway,3,Lagos-Ibadan Expressway,True,False,1548.0207709697954,"LINESTRING (540426.58270449 731359.3273618512, 540447.3319212869 731313.3550530764, 540489.6393892742 731233.7259928657, 540526.307185353 731172.0456448803, 540569.9445008903 731103.151737274, 540607.0391159108 731047.5186750598, 540644.883535292 730994.5282636583, 540768.6756156241 730835.4431679714, 540816.9954337137 730773.351547934, 540823.7338848064 730764.6896577827, 540867.8604029556 730707.8017327756, 540901.6300558278 730664.6029216192, 540964.9430464379 730583.2321001237, 541293.3869931479 730156.5004469595, 541319.8852625194 730125.7329590729, 541329.4240903727 730112.4523566031)",E1,,,,,
5616383982,5616551361,0,135199746,motorway,3,Lagos-Ibadan Expressway,True,False,11.421176845233148,"LINESTRING (541329.4240903727 730112.4523566031, 541335.7984793695 730103.0274737917)",E1,,,,,
5616383982,5616383981,0,587979411,motorway_link,,,False,False,21.773620941321006,"LINESTRING (541329.4240903727 730112.4523566031, 541346.2052998601 730126.2612337976)",,,,,,
1073317968,1496464751,0,7650790,residential,2,Oduduwa Crescent,False,False,53.34875221670393,"LINESTRING (538815.690484724 726460.3582016376, 538865.3582910585 726479.816112757)",,,,,,
1073317968,1496425384,0,136420261,residential,,,False,False,50.145208135453544,"LINESTRING (538815.690484724 726460.3582016376, 538789.0955262624 726502.6347119873)",,,,,,
1073317968,10564870155,0,7650790,residential,2,Oduduwa Crescent,False,True,343.1215443826221,"LINESTRING (538815.690484724 726460.3582016376, 538772.7094959177 726442.9943535748, 538750.4728214548 726434.2455921702, 538713.5921894606 726419.749222616, 538700.2072072121 726415.8707281068, 538687.3286004665 726415.0768427403, 538671.019816908 726418.7245391816, 538578.0745393768 726458.014279852, 538554.940785926 726467.427787248, 538526.3769384745 726479.8112280881, 538496.7840310354 726493.5647455304)",,,,,,
1496425384,1496425368,0,136420261,residential,,,False,False,27.099768992373406,"LINESTRING (538789.0955262624 726502.6347119873, 538781.3831038501 726528.4640643417)",,,,,,
1496425384,1073317968,0,136420261,residential,,,False,True,50.145208135453544,"LINESTRING (538789.0955262624 726502.6347119873, 538815.690484724 726460.3582016376)",,,,,,
1496425384,11976935103,0,1291949430,residential,,,False,False,98.39352099012869,"LINESTRING (538789.0955262624 726502.6347119873, 538842.8154223368 726529.3362529342, 538845.1920248342 726529.6695612959, 538847.5803885903 726528.9969032081, 538849.6381409644 726526.8426875587, 538862.1055733036 726499.1594978493)",,,,,,
10564870155,10564870154,0,1133115582,residential,,,False,False,59.63184801816462,"LINESTRING (538496.7840310354 726493.5647455304, 538520.3376037315 726548.0364142638)",,,,,,
10564870155,1073317968,0,7650790,residential,2,Oduduwa Crescent,False,False,343.1215443826221,"LINESTRING (538496.7840310354 726493.5647455304, 538526.3769384745 726479.8112280881, 538554.940785926 726467.427787248, 538578.0745393768 726458.014279852, 538671.019816908 726418.7245391816, 538687.3286004665 726415.0768427403, 538700.2072072121 726415.8707281068, 538713.5921894606 726419.749222616, 538750.4728214548 726434.2455921702, 538772.7094959177 726442.9943535748, 538815.690484724 726460.3582016376)",,,,,,
10564870155,1496425554,0,7650790,residential,2,Oduduwa Crescent,False,True,80.56517209727211,"LINESTRING (538496.7840310354 726493.5647455304, 538489.5072006887 726497.3072149544, 538480.4709272726 726503.4804879054, 538473.6974513286 726514.6741529655, 538465.6375200828 726531.7258964775, 538454.7626376369 726558.8133196856)",,,,,,
1073422328,1496492378,0,11140724,residential,,Immanuel Street,False,True,97.91967745398253,"LINESTRING (540528.3751121396 726461.6744119634, 540570.7844097038 726549.4354834367)",,,,,,
1073422328,5602056482,0,1059941003,primary,2,Mobolaji Bank-Anthony Way,True,False,270.9864457442894,"LINESTRING (540528.3751121396 726461.6744119634, 540431.9936320045 726496.3819518761, 540430.5560930728 726496.9004717926, 540394.6610101535 726511.0132003162, 540356.3005139248 726525.3341920985, 540350.1743392381 726527.6180443583, 540300.2701292248 726545.0259688237, 540273.7312255711 726554.2925812457)",A152,,,,,
5602056482,5602056488,0,586306628,primary_link,,,False,True,11.814083736216357,"LINESTRING (540273.7312255711 726554.2925812457, 540269.5051189343 726543.3232590437)",,,,,,
5602056482,54126898,0,1059941003,primary,2,Mobolaji Bank-Anthony Way,True,False,359.58958549970515,"LINESTRING (540273.7312255711 726554.2925812457, 540265.0948518992 726557.5474277968, 540217.4455125312 726575.5319085955, 540213.951159525 726576.8448761915, 540195.650011274 726583.7628646989, 540179.183388088 726591.5334017556, 540167.6601659488 726596.8423376901, 540154.521063951 726604.6926802498, 540142.8083473601 726612.1571467142, 540133.4278152487 726620.2202600079, 540124.0036830278 726627.4321325831, 540112.06649257 726639.5615183499, 540102.0196706031 726651.7586047157, 540101.0791671542 726652.8965553096, 540089.5491249677 726667.6462002993, 540083.2077507377 726677.0823042751, 540080.1303914773 726682.6847987027, 540072.1147706598 726698.9404298707, 540032.3481770604 726792.8653825438)",A152,,,,,
1102892786,1473154659,0,133875251,motorway,,Apapa-Oworonshoki Expressway,True,False,155.41716889156376,"LINESTRING (540481.9741287717 724952.6099009, 540326.436299423 724952.0765027375)",F265,,,,,
1102892786,1473154644,0,133875254,motorway_link,,,True,False,235.70097361651102,"LINESTRING (540481.9741287717 724952.6099009, 540470.5073870023 724970.919136154, 540457.4525824201 724983.8767498328, 540448.8411481049 724998.0646766622, 540445.5643891706 725019.2098889655, 540446.4417795481 725044.0172304972, 540453.5485364943 725061.6988481367, 540464.2092207373 725072.3080651924, 540472.4746492412 725077.7640551024, 540480.6638831578 725081.5838980145, 540490.62308669 725083.8794888065, 540500.3298977719 725083.599156483, 540508.6008697777 725081.4605904651, 540516.8623057924 725077.2437386841, 540521.6306300585 725072.5047651548, 540526.2228773857 725066.6601952165, 540533.6822209135 725040.5544913469)",,,,,,
1473154659,10821067249,0,133875251,motorway,,Apapa-Oworonshoki Expressway,True,False,41.959964666416205,"LINESTRING (540326.436299423 724952.0765027375, 540284.5160625764 724949.6250610884)",F265,,,,,
1473154659,10821067248,0,1163535437,motorway_link,,,True,False,21.18000810525637,"LINESTRING (540326.436299423 724952.0765027375, 540307.1272848614 724960.7624967659)",,,,,,
1473154644,1473154697,0,133879446,primary,,Ikorodu Road,True,False,59.26935153593051,"LINESTRING (540533.6822209135 725040.5544913469, 540534.2559484659 724981.6334623554)",,,,,,
1184135870,6911024272,0,659370454,primary,,MMIA Arrivals,True,False,25.46626620755582,"LINESTRING (535528.0241808343 726761.0579384497, 535531.0370951656 726786.1981136324)",,,,,,
1184135870,2246437958,0,554313064,primary,2,MMIA Departures,True,False,54.92369579143397,"LINESTRING (535528.0241808343 726761.0579384497, 535539.0040941151 726791.8521502502, 535542.9890183294 726801.0632217869, 535546.5343500237 726806.2169600483, 535549.7040966611 726810.9282717771)",F269,,,,,
6911024272,6911024281,0,659370454,primary,,MMIA Arrivals,True,False,26.41404168754572,"LINESTRING (535531.0370951656 726786.1981136324, 535534.8187424364 726802.0860535377, 535536.8908320859 726811.8044090715)",,,,,,
6911024272,6911024275,0,738099007,primary_link,,,False,True,22.138176530602106,"LINESTRING (535531.0370951656 726786.1981136324, 535525.0926773498 726781.286037707, 535513.2027385344 726773.1753556462)",,,,,,
2246437958,6911024281,0,738099010,primary_link,,,False,True,12.833606121258965,"LINESTRING (535549.7040966611 726810.9282717771, 535536.8908320859 726811.8044090715)",,,,,,
2246437958,2246437974,0,134400945,primary,2,MMIA Departures,True,False,46.1923773662576,"LINESTRING (535549.7040966611 726810.9282717771, 535571.5090172846 726838.2582945871, 535577.0966799512 726847.8130936539)",,,,,,
1184135876,6911024264,0,693546091,trunk,2,International Airport Road,True,False,14.497480336445603,"LINESTRING (535483.8637189872 726771.8189169826, 535486.3270340224 726757.6152917893)",F269,,,,,
6911024264,6511377851,0,693546091,trunk,2,International Airport Road,True,False,427.90791059323425,"LINESTRING (535486.3270340224 726757.6152917893, 535487.5592637212 726732.3894064034, 535487.8901553319 726699.104114604, 535488.8044007532 726652.5757456772, 535491.8257179521 726561.2553525858, 535497.8980167796 726332.3730635488)",F269,,,,,
1184135878,1184135876,0,693546087,primary,2,International Airport Road,True,False,13.739365037498315,"LINESTRING (535478.7702953554 726784.5063703764, 535483.8637189872 726771.8189169826)",F269,,,,,
1184135878,6911024279,0,738099009,primary_link,,,True,False,7.180395732536744,"LINESTRING (535478.7702953554 726784.5063703764, 535484.8750529976 726780.7406558334)",,,,,,
6911024279,1184135876,0,659370454,primary,,MMIA Arrivals,True,False,9.03080734242518,"LINESTRING (535484.8750529976 726780.7406558334, 535483.8637189872 726771.8189169826)",,,,,,
6911024279,6911024275,0,738099009,primary_link,,,True,False,29.37397227410544,"LINESTRING (535484.8750529976 726780.7406558334, 535493.7985365795 726777.4299905216, 535513.2027385344 726773.1753556462)",,,,,,
1338037490,2961708541,0,292634016,tertiary,2,CMD Road Magodo GRA Phase 2,False,True,303.76802061457323,"LINESTRING (540622.7035225963 731121.4530638612, 540593.4621476228 731170.6249097124, 540582.1858651814 731187.03282377, 540555.0220330275 731237.1569255999, 540516.8703848537 731302.3736674021, 540491.9316335171 731348.2986480162, 540483.7609087412 731365.6706268302, 540474.7817829848 731385.0208036897)",,,,,,
2961708541,2325105313,0,292634014,motorway_link,1,,False,True,34.96604984246755,"LINESTRING (540474.7817829848 731385.0208036897, 540443.3330372479 731369.7753254984)",,,,,,
2961708541,1338037490,0,292634016,tertiary,2,CMD Road Magodo GRA Phase 2,False,False,303.76802061457323,"LINESTRING (540474.7817829848 731385.0208036897, 540483.7609087412 731365.6706268302, 540491.9316335171 731348.2986480162, 540516.8703848537 731302.3736674021, 540555.0220330275 731237.1569255999, 540582.1858651814 731187.03282377, 540593.4621476228 731170.6249097124, 540622.7035225963 731121.4530638612)",,,,,,
2961708541,13133595818,0,292634016,tertiary,2,CMD Road Magodo GRA Phase 2,False,True,64.82666794663731,"LINESTRING (540474.7817829848 731385.0208036897, 540472.0356469488 731391.4305108045, 540457.4869329239 731423.5337194907, 540449.4574100578 731444.3327653077)",,,,,,
1338096661,6649989390,0,135199760,motorway,3,Lagos-Ibadan Expressway,True,False,1006.969768593827,"LINESTRING (540350.7899470774 732976.6637945302, 540383.3345955339 733063.5667232757, 540407.6100945228 733121.610787255, 540428.3243135889 733167.2709622865, 540439.0758838105 733187.2989750698, 540470.104146027 733246.6193490125, 540495.0257881929 733297.6110349605, 540531.86288598 733364.0770900317, 540566.364218066 733420.12790626, 540597.2244474794 733467.1554043307, 540624.1449049602 733505.4909963424, 540649.2298589392 733544.5769634027, 540666.4017939516 733566.8317930085, 540692.7619952585 733600.347153177, 540697.5100887171 733607.0498378611, 540726.2335857155 733643.4522533867, 540755.1133407608 733677.7765158338, 540821.6241197421 733750.5771333177, 540853.1799355173 733783.2894603793, 540874.2117300412 733802.4519229198, 540881.7661376087 733810.84809239, 540885.6209839153 733814.6869571217)",E1,,,,,
6649989390,1485257660,0,135199760,motorway,3,Lagos-Ibadan Expressway,True,False,66.1922626248276,"LINESTRING (540885.6209839153 733814.6869571217, 540932.5752098239 733861.107629043)",E1,,,,,
6649989390,6649989392,0,707648527,motorway_link,,,True,False,35.02100698767192,"LINESTRING (540885.6209839153 733814.6869571217, 540907.9980506765 733823.3926728166, 540918.5186641791 733826.6395632962)",,,,,,
1473154647,1473154743,0,133879446,primary,,Ikorodu Road,True,False,116.35134293088423,"LINESTRING (540527.2580318672 725238.5612449887, 540531.1898060136 725122.9542615974)",,,,,,
1473154743,1473154644,0,133879446,primary,,Ikorodu Road,True,False,82.92043700254794,"LINESTRING (540531.1898060136 725122.9542615974, 540533.6822209135 725040.5544913469)",,,,,,
1473154743,1473154775,0,589139285,secondary,,Apapa-Oworonshoki Expressway,True,False,291.7941980868813,"LINESTRING (540531.1898060136 725122.9542615974, 540526.077418351 725114.4163107049, 540520.9744766688 725108.0782488177, 540509.9478606501 725099.0053529869, 540498.6405292894 725095.8575633838, 540486.3705415995 725093.8587600032, 540474.2565950422 725090.1244884733, 540463.712499119 725086.4024199905, 540454.5960105055 725080.6694433937, 540446.4879927153 725071.5986906786, 540439.3754946528 725061.7880018159, 540433.6932708042 725046.3073062623, 540430.1471872078 725027.45649172, 540424.2503286315 725003.0876788616, 540421.0632236187 724992.2517697691, 540415.5631109683 724984.7526883417, 540407.9175533195 724978.2138013052, 540400.6354038417 724973.6208037115, 540387.6586798112 724970.4718224987, 540325.2745627087 724968.5471284937)",,,,,,
10821067249,177173964,0,133875251,motorway,,Apapa-Oworonshoki Expressway,True,False,907.6746324362023,"LINESTRING (540284.5160625764 724949.6250610884, 539681.3865564789 724938.6219559967, 539616.7483114286 724935.0382489805, 539562.195000469 724928.0459181946, 539520.3230300497 724919.8908822158, 539475.4461265322 724908.7268697456, 539424.8696208135 724890.5391285536, 539385.5019799696 724874.1391954235)",F265,,,,,
10821067248,10821067249,0,133875248,motorway_link,,,True,False,25.21835298708317,"LINESTRING (540307.1272848614 724960.7624967659, 540284.5160625764 724949.6250610884)",,,,,,
10821067248,7930471907,0,1163535437,motorway_link,,,True,False,14.307117688027413,"LINESTRING (540307.1272848614 724960.7624967659, 540294.662782695 724967.762104378)",,,,,,
1473154663,5602187246,0,133876581,motorway,2,Ikorodu Road,True,False,76.78695668789751,"LINESTRING (540541.6186696972 725314.4621368045, 540545.0352677259 725238.1983852563)",A1,,,,,
1473154663,1473154647,0,133875257,motorway_link,,,True,False,77.68327387918501,"LINESTRING (540541.6186696972 725314.4621368045, 540534.6371863916 725276.7384562707, 540527.2580318672 725238.5612449887)",,,,,,
1473154683,1473171687,0,133805242,motorway,2,Ikorodu Road,True,False,528.0573614751883,"LINESTRING (540562.4818248983 725100.5029785443, 540556.8993856508 725235.8081979831, 540556.6919170592 725307.8292996854, 540556.8182866591 725376.8658832508, 540552.6968126739 725509.8949188538, 540550.4013132959 725625.2820217231)",A1,,,,,
1473154683,1473154710,0,133875230,motorway_link,,,True,False,88.6382043559718,"LINESTRING (540562.4818248983 725100.5029785443, 540566.9081750648 725140.0819768823, 540573.9928501239 725187.8654959208)",,,,,,
1473171687,1473197597,0,"[133876577, 133876579, 8064804, 133876582, 133805242]",motorway,2,Ikorodu Road,True,False,1162.2202834790512,"LINESTRING (540550.4013132959 725625.2820217231, 540549.5725743558 725715.3549767399, 540548.9150798989 725798.0214215801, 540550.9362246285 725861.1009292213, 540552.852572163 725916.3094264716, 540555.9577752764 725963.3825477253, 540560.7726598268 726015.7300072815, 540566.5087228038 726063.1477539855, 540570.6230135957 726090.9090834453, 540573.6669510023 726115.9391219971, 540579.5365942277 726146.9849811682, 540585.7530236123 726172.4595341764, 540600.0100126559 726238.4111911198, 540617.8842889091 726301.2259784113, 540634.0217567863 726350.497508204, 540647.0400362519 726386.9212073862, 540667.3766681054 726438.5283747471, 540681.7251684648 726469.9784535014, 540695.5017226748 726497.4373740893, 540716.385135428 726542.0141863449, 540740.6505138858 726587.7431868601, 540765.6038863898 726629.9130978313, 540802.2550910376 726684.8598163094, 540828.0844343326 726723.3491960977)",A1,,,yes,,
5602187245,12704385735,0,874870439,residential,,,False,False,8.980909736515958,"LINESTRING (540569.7190208982 725347.757291098, 540578.6962503606 725347.3216754762)",,,,,,
5602187245,1473171638,0,215667101,primary,,Ikorodu Road,True,False,231.35805298714385,"LINESTRING (540569.7190208982 725347.757291098, 540568.4793383923 725410.2042857214, 540568.6975404973 725429.2737732144, 540567.0971831969 725486.0494531034, 540565.0280936803 725533.7488959649, 540563.4039914864 725577.6569089028)",,,,,,
1473154775,10821067248,0,133875248,motorway_link,,,True,False,19.751449356350143,"LINESTRING (540325.2745627087 724968.5471284937, 540307.1272848614 724960.7624967659)",,,,,,
1473154775,7930471907,0,589139285,secondary,,Apapa-Oworonshoki Expressway,True,False,30.59803696425411,"LINESTRING (540325.2745627087 724968.5471284937, 540294.662782695 724967.762104378)",,,,,,
7930471907,1496521789,0,589139285,secondary,,Apapa-Oworonshoki Expressway,True,False,76.9482212672817,"LINESTRING (540294.662782695 724967.762104378, 540239.741075416 724965.7987109903, 540217.6970505654 724965.2410406324)",,,,,,
1473171633,5602679460,0,136433548,residential,2,Trailhead Pl.,False,True,51.06630751753814,"LINESTRING (540107.3857858165 725439.8931881785, 540108.1742819072 725389.1306793194)",,,,,40 mph,
1473171633,1496521884,0,586384050,residential,,,False,False,88.26731810810743,"LINESTRING (540107.3857858165 725439.8931881785, 540105.3102334426 725527.621609437)",,,,,,
1473171633,1496521882,0,136433548,residential,2,Trailhead Pl.,False,False,430.5665895125886,"LINESTRING (540107.3857858165 725439.8931881785, 540434.646704521 725467.0159814468, 540443.0063739358 725464.4463408458, 540447.2218396894 725459.7843417899, 540448.5536289954 725452.7213723103, 540450.0047433192 725373.0513425871)",,,,,40 mph,
5602679460,1473171633,0,136433548,residential,2,Trailhead Pl.,False,False,51.06630751753814,"LINESTRING (540108.1742819072 725389.1306793194, 540107.3857858165 725439.8931881785)",,,,,40 mph,
