osmid,y,x,street_count,highway,geometry
2796472818,732278.0656059035,539026.238356797,3,,POINT (539026.238356797 732278.0656059035)
1484969288,731614.4934920393,540277.9833183595,4,,POINT (540277.9833183595 731614.4934920393)
2961709186,731619.045441895,540289.5314629321,3,,POINT (540289.5314629321 731619.045441895)
2961708599,731609.3782566924,540252.0321566479,4,,POINT (540252.0321566479 731609.3782566924)
6871106825,731561.1020218957,540296.8143576939,3,,POINT (540296.8143576939 731561.1020218957)
1484969292,731512.5669026406,539972.1366767498,3,,POINT (539972.1366767498 731512.5669026406)
1484969433,731570.4722626692,540018.8532122556,3,,POINT (540018.8532122556 731570.4722626692)
1484969293,731799.6372805217,539005.9515982635,4,,POINT (539005.9515982635 731799.6372805217)
5559654618,731806.8958580623,539046.5035602051,3,,POINT (539046.5035602051 731806.8958580623)
1484969355,731811.4866397259,539004.163491069,4,,POINT (539004.163491069 731811.4866397259)
1484969296,732477.5352310576,539472.7389931967,3,,POINT (539472.7389931967 732477.5352310576)
1484969335,732481.8624770899,539540.9161307167,3,,POINT (539540.9161307167 732481.8624770899)
1484969325,732474.9746234211,539432.2836798609,3,,POINT (539432.2836798609 732474.9746234211)
7416068196,732820.2762608597,539443.5646374148,3,,POINT (539443.5646374148 732820.2762608597)
1484969408,731118.0729018399,539302.9625562421,3,,POINT (539302.9625562421 731118.0729018399)
1484969304,732097.2884222211,538964.2658286155,4,,POINT (538964.2658286155 732097.2884222211)
1484969324,732107.0817604522,538962.6892203599,4,,POINT (538962.6892203599 732107.0817604522)
5618799867,732106.8702663315,539069.5477773738,3,,POINT (539069.5477773738 732106.8702663315)
5559655622,731781.9728962546,539517.7977289389,3,,POINT (539517.7977289389 731781.9728962546)
1484969312,731585.107473758,540077.8601440977,3,,POINT (540077.8601440977 731585.107473758)
12638158673,731589.310612323,540111.3840210263,3,,POINT (540111.3840210263 731589.310612323)
5559730499,731563.0012540036,539945.5923636388,3,,POINT (539945.5923636388 731563.0012540036)
5618799845,732167.7414683532,538966.3713484876,3,,POINT (538966.3713484876 732167.7414683532)
1484969353,732470.021002865,539322.8760569458,3,,POINT (539322.8760569458 732470.021002865)
1484969327,731064.4888934006,539269.3299171827,3,traffic_signals,POINT (539269.3299171827 731064.4888934006)
1484969412,731073.7578938626,539261.0879581005,4,traffic_signals,POINT (539261.0879581005 731073.7578938626)
1495582346,731167.8706439757,539375.121477982,3,,POINT (539375.121477982 731167.8706439757)
1484969328,732159.0963947055,540222.9774976422,3,,POINT (540222.9774976422 732159.0963947055)
2961709188,732069.39661467,540205.2905495662,3,,POINT (540205.2905495662 732069.39661467)
1484969332,731782.8013675429,539562.9969708503,4,,POINT (539562.9969708503 731782.8013675429)
1484969347,731783.2533965808,539576.6593992352,3,,POINT (539576.6593992352 731783.2533965808)
5618816086,732644.4682562804,539589.9553668677,1,,POINT (539589.9553668677 732644.4682562804)
7333662642,731796.6629046319,539576.8818726189,3,,POINT (539576.8818726189 731796.6629046319)
1484969386,732477.2101760542,539235.2579710425,3,,POINT (539235.2579710425 732477.2101760542)
13817050810,731810.2768995279,538997.4324662762,3,,POINT (538997.4324662762 731810.2768995279)
1484969357,731796.6418411392,539562.9870030815,4,,POINT (539562.9870030815 731796.6418411392)
5559655623,731796.0453984726,539517.6217955807,3,,POINT (539517.6217955807 731796.0453984726)
1484969421,732297.4617739039,539252.0557402411,3,,POINT (539252.0557402411 732297.4617739039)
1484969393,731885.776177781,540217.9491489159,3,,POINT (540217.9491489159 731885.776177781)
1484969397,731884.8043762667,540204.2318529455,4,,POINT (540204.2318529455 731884.8043762667)
2961709219,732034.0667277835,540191.4879064917,4,,POINT (540191.4879064917 732034.0667277835)
5559654609,731867.2305943344,539829.2710591742,3,,POINT (539829.2710591742 731867.2305943344)
5566743453,731131.3387311184,539225.8394227462,3,,POINT (539225.8394227462 731131.3387311184)
5575961554,731103.8127737046,539241.6443728085,3,,POINT (539241.6443728085 731103.8127737046)
1484969414,731552.8884451538,539918.2519743269,3,,POINT (539918.2519743269 731552.8884451538)
1484969416,732918.2727885041,539438.8515829154,1,,POINT (539438.8515829154 732918.2727885041)
1484969441,732288.9778085899,539183.1407253916,1,,POINT (539183.1407253916 732288.9778085899)
1485257398,731323.2294850858,540209.7607972766,4,,POINT (540209.7607972766 731323.2294850858)
1485257708,731331.3062718399,540204.0178080795,3,,POINT (540204.0178080795 731331.3062718399)
5559730505,731418.9165541648,540342.2072202258,3,,POINT (540342.2072202258 731418.9165541648)
1485257540,732189.1669719154,540149.8889694237,3,,POINT (540149.8889694237 732189.1669719154)
6993939549,732189.5106924179,540136.1707876022,1,,POINT (540136.1707876022 732189.5106924179)
1485257804,732016.5793561935,540177.9817021156,3,,POINT (540177.9817021156 732016.5793561935)
1495640415,731326.7358721073,540197.4439572173,3,,POINT (540197.4439572173 731326.7358721073)
2961708611,731991.3451099852,540182.9633973872,3,,POINT (540182.9633973872 731991.3451099852)
11408709294,732013.4052930083,540161.0051287788,1,,POINT (540161.0051287788 732013.4052930083)
